utt_id|wav_path|speaker|text
Bisoratio_0002_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Bisoratio_0002_male.wav|male|Powinnaś spróbować kuracji Bisoratiem.
Bisoratio_0003_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Bisoratio_0003_male.wav|male|Jeśli masz nadciśnienie dobrze sprawdza się Bisoratio.
Bisoratio_0004_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Bisoratio_0004_female.wav|female|Na nadciśnienie przepiszę ci Bisoratio.
Bisoratio_0005_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Bisoratio_0005_male.wav|male|Możesz kupić w aptece Bisoratio, powinien pomóc.
Bisoratio_0006_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Bisoratio_0006_male.wav|male|Na nadciśnienie przepiszę ci Bisoratio.
Bisoratio_0007_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Bisoratio_0007_male.wav|male|Na recepcie zapiszę Bisoratio.
Bisoratio_0008_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Bisoratio_0008_female.wav|female|Na recepcie zapiszę Bisoratio.
Bisoratio_0009_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Bisoratio_0009_male.wav|male|Najlepiej w twoim przypadku sprawdzi się Bisoratio.
Bisoratio_0010_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Bisoratio_0010_female.wav|female|Powinnaś przyjmować Bisoratio na nadciśnienie.
Bisoratio_0011_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Bisoratio_0011_female.wav|female|Powinnaś spróbować kuracji Bisoratiem.
Bisoratio_0012_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Bisoratio_0012_male.wav|male|Na recepcie zapiszę Bisoratio jako lek na nadciśnienie.
Bisoratio_0013_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Bisoratio_0013_male.wav|male|Przepiszę ci Bisoratio, bo zwykle dobrze działa.
Bisoratio_0014_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Bisoratio_0014_male.wav|male|Zalecam Bisoratio, bo dobrze działa na nadciśnienie.
Bisoratio_0015_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Bisoratio_0015_male.wav|male|Powinnaś przyjmować Bisoratio na nadciśnienie.
Bisoratio_0016_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Bisoratio_0016_female.wav|female|Możesz kupić w aptece Bisoratio, powinien pomóc.
Sobycor_0001_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Sobycor_0001_female.wav|female|Najlepiej w twoim przypadku sprawdzi się Sobycor.
Sobycor_0002_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Sobycor_0002_male.wav|male|Najlepiej w twoim przypadku sprawdzi się Sobycor.
Sobycor_0003_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Sobycor_0003_female.wav|female|Możesz kupić w aptece Sobycor, powinien pomóc.
Sobycor_0004_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Sobycor_0004_male.wav|male|Powinnaś przyjmować Sobycor na nadciśnienie.
Sobycor_0005_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Sobycor_0005_female.wav|female|Powinnaś spróbować kuracji Sobycorem.
Sobycor_0006_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Sobycor_0006_female.wav|female|Powinnaś przyjmować Sobycor na nadciśnienie.
Sobycor_0007_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Sobycor_0007_female.wav|female|Na recepcie zapiszę Sobycor jako lek na nadciśnienie.
Sobycor_0008_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Sobycor_0008_male.wav|male|Możesz kupić w aptece Sobycor, powinien pomóc.
Sobycor_0009_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Sobycor_0009_male.wav|male|Na recepcie zapiszę Sobycor jako lek na nadciśnienie.
Sobycor_0010_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Sobycor_0010_female.wav|female|Przepiszę ci Sobycor, bo zwykle dobrze działa.
Sobycor_0011_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Sobycor_0011_male.wav|male|Powinnaś spróbować kuracji Sobycorem.
Sobycor_0012_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Sobycor_0012_male.wav|male|Zalecam Sobycor, bo dobrze działa na nadciśnienie.
Sobycor_0013_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Sobycor_0013_female.wav|female|Zalecam Sobycor, bo dobrze działa na nadciśnienie.
Sobycor_0014_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Sobycor_0014_female.wav|female|Na nadciśnienie przepiszę ci Sobycor.
Sobycor_0015_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Sobycor_0015_male.wav|male|Jeśli masz nadciśnienie dobrze sprawdza się Sobycor.
Sobycor_0016_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Sobycor_0016_female.wav|female|Jeśli masz nadciśnienie dobrze sprawdza się Sobycor.
Coronal_0001_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Coronal_0001_female.wav|female|Powinnaś spróbować kuracji Coronalem.
Coronal_0002_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Coronal_0002_female.wav|female|Na recepcie zapiszę Coronal.
Coronal_0003_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Coronal_0003_male.wav|male|Zalecam Coronal, bo dobrze działa na nadciśnienie.
Coronal_0004_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Coronal_0004_female.wav|female|Najlepiej w twoim przypadku sprawdzi się Coronal.
Coronal_0005_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Coronal_0005_male.wav|male|Powinnaś przyjmować Coronal na nadciśnienie.
Coronal_0006_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Coronal_0006_female.wav|female|Jeśli masz nadciśnienie dobrze sprawdza się Coronal.
Coronal_0007_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Coronal_0007_male.wav|male|Powinnaś spróbować kuracji Coronalem.
Coronal_0008_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Coronal_0008_female.wav|female|Zalecam Coronal, bo dobrze działa na nadciśnienie.
Coronal_0009_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Coronal_0009_male.wav|male|Możesz kupić w aptece Coronal, powinien pomóc.
Coronal_0010_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Coronal_0010_female.wav|female|Przepiszę ci Coronal, bo zwykle dobrze działa.
Coronal_0011_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Coronal_0011_male.wav|male|Na nadciśnienie przepiszę ci Coronal.
Coronal_0012_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Coronal_0012_male.wav|male|Jeśli masz nadciśnienie dobrze sprawdza się Coronal.
Coronal_0013_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Coronal_0013_female.wav|female|Na nadciśnienie przepiszę ci Coronal.
Coronal_0014_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Coronal_0014_female.wav|female|Możesz kupić w aptece Coronal, powinien pomóc.
Coronal_0015_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Coronal_0015_male.wav|male|Najlepiej w twoim przypadku sprawdzi się Coronal.
Coronal_0016_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Coronal_0016_male.wav|male|Przepiszę ci Coronal, bo zwykle dobrze działa.
Prestilol_0001_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Prestilol_0001_female.wav|female|Możesz kupić w aptece Prestilol, powinien pomóc.
Prestilol_0002_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Prestilol_0002_female.wav|female|Na recepcie zapiszę Prestilol jako lek na nadciśnienie.
Prestilol_0003_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Prestilol_0003_male.wav|male|Na recepcie zapiszę Prestilol.
Prestilol_0004_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Prestilol_0004_female.wav|female|Przepiszę ci Prestilol, bo zwykle dobrze działa.
Prestilol_0005_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Prestilol_0005_male.wav|male|Na recepcie zapiszę Prestilol jako lek na nadciśnienie.
Prestilol_0006_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Prestilol_0006_male.wav|male|Powinnaś spróbować kuracji Prestilolem.
Prestilol_0007_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Prestilol_0007_male.wav|male|Możesz kupić w aptece Prestilol, powinien pomóc.
Prestilol_0008_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Prestilol_0008_female.wav|female|Na recepcie zapiszę Prestilol.
Prestilol_0009_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Prestilol_0009_male.wav|male|Najlepiej w twoim przypadku sprawdzi się Prestilol.
